n_sites,seed,convergence_round,round,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,sigma_decomp,sigma_ihm,sigma_pheno,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc
2,123,29,40,0.5312871063640544,0.3295855170774668,1.1880336401243918,0.7366948997089436,4.0,1.089383840560913,0.5744642615318298,1.0,0.7886140461362628,0.44590514373482815,0.6983078775183055,0.20564917073985148,nan
2,123,29,41,0.5307388165111625,0.3284365849073277,1.1909254011108366,0.7350454015502763,4.0,1.0928654670715332,0.5750574469566345,1.0,0.7818640436371875,0.4371677465433217,0.6976298363653588,0.2111990760648892,nan
2,123,29,42,0.5313528046076995,0.32808655259650865,1.1936372177569627,0.7349303367356546,4.0,1.0911424160003662,0.5727945566177368,1.0,0.7891805032138108,0.4248085940700218,0.6887546289347942,0.19866224963868126,nan
2,123,29,43,0.534376957010494,0.33178779866757874,1.1874548894349144,0.7352358271981951,4.0,1.0913645029067993,0.5744383335113525,1.0,0.786933834481242,0.4467201079797662,0.6981407621948948,0.214695479247547,nan
2,123,29,44,0.5297987524859249,0.3294951337914279,1.1848986383088291,0.7349257672197433,4.0,1.088086724281311,0.5748364329338074,1.0,0.7882974965929272,0.44373664496858417,0.6988730892172297,0.20518279003840706,nan
2,123,29,45,0.5306726569171556,0.32945439238995966,1.1871350740761737,0.7368478410629206,4.0,1.0893006324768066,0.5737472772598267,1.0,0.785437304863867,0.4474177682009776,0.7026943886506343,0.21226778837942034,nan
2,123,29,46,0.5228589609200257,0.3265390826234651,1.179081890780853,0.7425642711106346,4.0,1.0870808362960815,0.5710861086845398,1.0,0.7891096960791173,0.4256807556406743,0.6967751000296976,0.20931147523872842,nan
2,123,29,47,0.5172318348978284,0.3265327778705863,1.1658884323320013,0.7409660470017179,4.0,1.081646203994751,0.5713589191436768,1.0,0.7859392024950769,0.45061733849106966,0.6956319034861108,0.21439922765585467,nan
2,123,29,48,0.5235950495218086,0.3287512181107134,1.1728957381310943,0.7435847796727476,4.0,1.0828193426132202,0.5733644366264343,1.0,0.7874074092585743,0.4413715437643755,0.701264860756745,0.21030223128413894,nan
2,123,29,49,0.5257472705632839,0.32780144057810046,1.1813866529922818,0.7447335139632746,4.1,1.0866992473602295,0.5717499256134033,1.0,0.7826987348014569,0.44310830841205173,0.7005399847360909,0.21289949151246879,nan
2,123,29,50,0.5203403395856833,0.32495474112606465,1.17889932904181,0.7423531540616631,4.0,1.0863553285598755,0.5706214904785156,1.0,0.782581694772934,0.44955243126559247,0.7078206778069787,0.2149434850764721,nan
